id,age,sex,race,specialty,weeks_per_year,hours_per_week,it_use,minority_health_cme,survey_weight
500409,35,M,Hispanic,Medical Specialties,49,62,Available and used,0,89.46070300000001
500410,55,F,White,Psychiatry,50,80,Available and used,1,102.053384
500411,55,M,Hispanic,Internal Medicine,50,71,Available and used,1,100.487938
500412,55,M,Asian,Medical Specialties,50,50,Not available,1,85.228264
500413,50,F,White,Pediatrics,48,43,Available and used,1,73.807987
500414,65,M,Asian,Surgical Specialties,46,32,Not available,1,76.677221
500415,40,M,Asian,Medical Specialties,50,80,Available and used,1,94.55869100000001
500416,40,M,,Surgical Specialties,50,70,Not available,0,92.071484
500417,60,M,White,Medical Specialties,49,65,Available and used,1,72.359055
500418,55,M,White,Internal Medicine,47,50,Not available,1,80.740329
500419,55,M,White,Internal Medicine,48,65,Available and used,0,79.5186
500420,55,M,White,Medical Specialties,52,40,Not available,0,73.568682
500421,45,M,Black,Pediatrics,51,42,Available and used,1,99.704533
500422,55,F,Asian,Psychiatry,45,38,Available and used,1,124.585784
500423,35,M,,Surgical Specialties,48,50,Available and used,0,88.07006700000001
500424,40,M,White,Surgical Specialties,51,35,"Avaliable, not used",0,75.57943900000001
500425,35,F,White,Internal Medicine,43,27,Available and used,0,86.987443
500426,60,M,White,Family/GP,46,47,Available and used,1,96.818106
500427,45,M,White,Surgical Specialties,49,50,Not available,0,80.258258
500428,40,F,Asian,Surgical Specialties,49,50,Not available,0,95.32920899999999
500429,55,M,White,Family/GP,50,35,Available and used,0,109.11365500000001
500430,45,F,Black,Medical Specialties,49,46,Available and used,1,80.017268
500431,55,F,White,Psychiatry,46,24,Not available,0,97.025129
500432,50,M,White,Medical Specialties,52,40,Not available,0,93.208517
500433,35,F,White,Family/GP,52,45,Available and used,0,81.873635
500434,35,F,Asian,Ob/Gyn,52,50,Not available,1,107.947493
500435,65,F,White,Family/GP,52,40,Available and used,1,91.722775
500436,45,F,White,Pediatrics,50,40,Available and used,1,83.713959
500437,50,M,White,Psychiatry,47,40,Available and used,1,100.750485
500438,65,M,White,Surgical Specialties,49,58,Not available,0,90.07709200000001
500439,45,F,White,Medical Specialties,40,24,Available and used,1,88.44924499999999
500440,45,M,White,Medical Specialties,49,48,Not available,0,98.146307
500441,35,F,White,Psychiatry,52,50,Available and used,1,102.186399
500442,40,M,Hispanic,Family/GP,52,52,Available and used,1,71.13951899999999
500443,55,M,White,Surgical Specialties,48,80,Available and used,0,69.332382
500444,60,M,White,Medical Specialties,48,78,Available and used,0,77.78880699999999
500445,40,M,White,Medical Specialties,46,60,Available and used,1,97.48139499999999
500446,55,F,White,Internal Medicine,47,49,Not available,1,96.473469
500447,60,M,Hispanic,Family/GP,48,55,Not available,1,92.07896099999999
500448,50,M,Asian,Medical Specialties,50,80,Available and used,0,113.767315
500449,65,M,White,Medical Specialties,46,60,Available and used,0,86.781335
500450,55,M,White,Medical Specialties,46,55,Available and used,1,83.422085
500451,35,F,White,Pediatrics,44,70,Available and used,1,77.652563
500452,45,M,White,Medical Specialties,44,60,Available and used,0,101.89348000000001
500453,35,F,Asian,Medical Specialties,48,43,Available and used,0,108.73666899999999
500454,70,M,Asian,Internal Medicine,52,38,Not available,0,82.301077
500455,70,M,Asian,Psychiatry,48,30,Available and used,1,74.419566
500456,60,M,Asian,Pediatrics,46,24,Available and used,0,72.55245699999999
500457,45,F,White,Psychiatry,48,40,"Avaliable, not used",1,76.367995
500458,40,M,White,Family/GP,45,64,Available and used,0,88.771591
500459,50,M,White,Surgical Specialties,51,57,Available and used,0,77.001677
500460,50,M,White,Medical Specialties,50,54,Not available,0,88.19609
500461,50,M,Black,Ob/Gyn,45,70,Available and used,0,105.894186
500462,60,F,White,Medical Specialties,40,34,Available and used,0,115.24471899999999
500463,45,F,Asian,Psychiatry,51,55,Available and used,0,96.256277
500464,50,M,White,Internal Medicine,48,50,Available and used,0,97.63019399999999
500465,40,M,Asian,Medical Specialties,46,40,Available and used,0,83.992724
500466,40,M,Asian,Surgical Specialties,50,60,Available and used,0,103.660523
500467,65,M,Asian,Surgical Specialties,47,35,Available and used,1,94.393406
500468,55,M,White,Family/GP,48,52,Available and used,0,77.856678
500469,65,M,White,Internal Medicine,48,39,Available and used,0,80.842768
500470,35,F,White,Medical Specialties,40,40,Available and used,0,96.481882
500471,50,F,Black,Family/GP,40,50,Available and used,1,77.931892
500472,45,M,Asian,Surgical Specialties,48,40,Not available,1,89.828603
500473,35,F,Asian,Medical Specialties,48,51,Available and used,1,91.711754
500474,60,M,White,Surgical Specialties,52,60,Available and used,0,72.165966
500475,55,M,White,Medical Specialties,46,28,Available and used,0,95.416113
500476,45,M,Black,Family/GP,47,61,Available and used,1,93.013421
500477,45,M,Asian,Medical Specialties,48,60,Available and used,0,100.146745
500478,55,M,White,Internal Medicine,49,38,Available and used,0,78.948773
500479,45,F,White,Internal Medicine,40,62,Available and used,0,123.606641
500480,35,M,White,Medical Specialties,40,60,Available and used,0,88.06586
500481,50,F,White,Medical Specialties,50,58,Available and used,0,114.129209
500482,60,M,White,Medical Specialties,50,65,Available and used,1,97.1672
500483,45,F,,Medical Specialties,48,45,Available and used,0,100.714184
500484,50,M,White,Family/GP,50,71,Available and used,1,83.53063399999999
500485,45,F,Asian,Medical Specialties,45,30,Available and used,0,94.41028399999999
500486,70,F,Asian,Pediatrics,42,36,Available and used,1,72.573479
500487,45,F,White,Ob/Gyn,49,64,Available and used,0,95.305823
500488,60,M,White,Pediatrics,45,40,Not available,0,72.256095
500489,60,M,White,Ob/Gyn,52,48,Available and used,1,96.826245
500490,40,F,White,Surgical Specialties,40,60,Available and used,0,105.59863200000001
500491,35,F,White,Family/GP,42,34,Available and used,1,73.508664
500492,65,M,White,Psychiatry,48,40,Available and used,1,90.442978
500493,50,M,White,Surgical Specialties,50,48,Available and used,0,102.416116
500494,60,M,White,Medical Specialties,49,65,Available and used,1,88.704486
500495,40,M,White,Internal Medicine,48,64,Available and used,0,81.690534
500496,35,F,Black,Ob/Gyn,48,50,Available and used,0,78.032653
500497,40,M,White,Medical Specialties,48,37,Available and used,0,98.26168299999999
500498,55,M,Black,Surgical Specialties,48,44,,1,95.67375799999999
500499,55,M,White,Surgical Specialties,48,47,Available and used,0,99.907289
500500,45,M,Black,Internal Medicine,44,62,Available and used,1,125.43816799999999
500501,40,M,White,Family/GP,48,60,Available and used,1,82.371838
500502,50,F,White,Ob/Gyn,48,42,Available and used,1,94.558592
500503,60,M,White,Surgical Specialties,48,70,Available and used,1,88.89135
500504,50,M,White,Ob/Gyn,44,46,Available and used,0,89.133082
500505,55,M,White,Medical Specialties,47,55,Available and used,0,86.070909
500506,55,M,White,Family/GP,50,44,Available and used,1,85.580954
500507,45,M,White,Surgical Specialties,49,53,Available and used,0,91.545074
500508,35,M,White,Pediatrics,50,60,Available and used,1,59.618568999999994
500509,40,M,White,Pediatrics,50,60,Available and used,0,67.202331
500510,45,F,Black,Internal Medicine,48,52,,1,92.79881800000001
500511,55,M,White,Family/GP,50,45,"Avaliable, not used",0,98.345985
500512,60,M,White,Family/GP,50,48,Available and used,0,77.67510300000001
500513,45,M,White,Surgical Specialties,50,80,Not available,0,70.136806
500514,40,F,White,Pediatrics,40,50,Available and used,1,71.291249
500515,40,M,Asian,Surgical Specialties,51,68,Available and used,1,86.575789
500516,55,M,White,Medical Specialties,49,70,Available and used,0,84.560424
500517,50,M,White,Pediatrics,50,65,Available and used,0,89.122337
500518,65,M,White,Pediatrics,45,52,Available and used,1,73.338261
500519,55,M,Asian,Medical Specialties,50,75,Not available,0,83.68486
500520,50,M,White,Medical Specialties,48,50,Available and used,0,108.76728600000001
500521,55,M,White,Surgical Specialties,50,60,Available and used,0,133.458325
500522,45,M,Asian,Internal Medicine,47,40,Available and used,0,91.445092
500523,50,F,White,Internal Medicine,47,65,Available and used,1,110.331128
500524,35,M,White,Surgical Specialties,50,53,Available and used,0,94.356031
500525,55,M,White,Family/GP,48,58,Available and used,0,79.79226899999999
500526,40,F,Hispanic,Surgical Specialties,40,24,,0,113.064498
500527,50,F,White,Medical Specialties,50,50,Available and used,1,99.35690699999999
500528,40,F,White,Pediatrics,52,38,Not available,0,76.19930699999999
500529,55,M,White,Family/GP,52,58,Not available,0,80.753629
500530,50,M,White,Surgical Specialties,49,60,Available and used,0,93.989796
500531,35,M,White,Medical Specialties,44,58,Available and used,0,86.06936800000001
500532,50,M,White,Surgical Specialties,50,65,Available and used,0,83.418152
500533,60,M,White,Medical Specialties,40,37,Available and used,0,96.91765
500534,40,M,White,Family/GP,48,60,Available and used,0,68.87009
500535,40,F,White,Family/GP,47,36,Available and used,0,95.364414
500536,65,M,Black,Medical Specialties,40,23,Available and used,1,91.760952
500537,35,M,White,Pediatrics,45,51,Available and used,0,76.825467
500538,35,F,Asian,Medical Specialties,42,30,Available and used,0,86.801936
500539,45,F,Asian,Internal Medicine,48,32,Available and used,0,102.496375
500540,50,M,White,Medical Specialties,49,36,Available and used,0,80.190947
500541,60,M,White,Medical Specialties,45,60,Available and used,0,84.506411
500542,65,M,White,Surgical Specialties,47,43,Available and used,1,81.79852
500543,45,F,White,Internal Medicine,48,20,Available and used,1,93.477644
500544,60,M,White,Internal Medicine,46,80,Available and used,1,85.30630500000001
500545,55,M,White,Medical Specialties,48,55,Available and used,1,87.096975
500546,65,M,Asian,Internal Medicine,40,30,Not available,0,101.501642
500547,40,F,White,Surgical Specialties,50,80,Not available,0,102.037196
500548,65,M,Hispanic,Family/GP,43,56,Available and used,0,107.39540500000001
500549,60,M,White,Psychiatry,47,41,Available and used,-9,98.91565
500550,60,F,White,Ob/Gyn,40,50,Not available,1,88.997299
500551,45,M,White,Medical Specialties,48,50,Available and used,1,91.72
500552,35,F,White,Pediatrics,40,44,Available and used,0,72.246859
500553,40,M,White,Surgical Specialties,48,44,,1,100.681934
500554,50,M,White,Medical Specialties,50,45,,1,93.007615
500555,65,M,White,Surgical Specialties,48,70,Available and used,1,89.082706
500556,45,F,Hispanic,Family/GP,50,48,Available and used,1,85.908118
500557,50,M,White,Surgical Specialties,45,24,Not available,0,87.818895
500558,40,M,White,Family/GP,40,50,Available and used,1,94.88673399999999
500559,60,M,White,Internal Medicine,50,50,Available and used,0,95.567373
500560,50,M,White,Surgical Specialties,46,70,Not available,0,72.743487
500561,55,M,Black,Medical Specialties,52,70,Available and used,1,93.765732
500562,35,M,White,Medical Specialties,48,37,Not available,0,73.667884
500563,50,F,Hispanic,Surgical Specialties,44,41,Available and used,1,135.018845
500564,35,M,Asian,Internal Medicine,45,39,Available and used,0,98.802523
500565,40,F,White,Ob/Gyn,40,55,Available and used,1,103.694204
500566,50,M,Black,Psychiatry,51,68,Available and used,1,72.492011
500567,60,M,White,Ob/Gyn,48,40,Available and used,0,85.014958
500568,40,M,White,Medical Specialties,45,50,Available and used,0,90.88955899999999
500569,50,F,Hispanic,Psychiatry,48,45,Available and used,1,97.74592
500570,40,F,White,Surgical Specialties,49,55,Available and used,1,102.186399
500571,70,M,White,Internal Medicine,50,40,Available and used,0,64.370401
500572,40,M,White,Medical Specialties,48,55,Available and used,0,65.68720400000001
500573,55,M,White,Pediatrics,50,50,Available and used,1,64.539479
500574,50,F,White,Family/GP,47,36,Available and used,1,103.50121800000001
500575,55,M,White,Surgical Specialties,48,60,Available and used,1,75.108369
500576,50,F,White,Medical Specialties,48,54,Available and used,1,87.576178
500577,35,F,Asian,Medical Specialties,48,50,Available and used,1,90.032898
500578,35,F,Asian,Medical Specialties,40,35,Available and used,1,94.95483399999999
500579,40,F,Asian,Internal Medicine,48,32,Available and used,0,99.098843
500580,55,M,Asian,Family/GP,48,48,Available and used,1,104.83883399999999
500581,70,M,Hispanic,Family/GP,48,20,Not available,0,92.473461
500582,55,M,White,Internal Medicine,47,68,Available and used,1,82.7631
500583,50,F,Asian,Medical Specialties,47,50,Available and used,1,117.068421
500584,45,M,White,Family/GP,48,29,Available and used,0,80.19747199999999
500585,50,M,White,Surgical Specialties,49,54,Not available,-9,83.566339
500586,40,F,White,Surgical Specialties,48,54,Available and used,0,86.803688
500587,45,M,White,Surgical Specialties,51,65,Available and used,1,97.64770899999999
500588,45,M,White,Pediatrics,40,31,Available and used,0,80.426466
500589,55,M,Hispanic,Ob/Gyn,52,65,Available and used,0,78.24593
500590,55,M,White,Family/GP,48,52,Available and used,0,80.190947
500591,50,F,White,Psychiatry,46,50,Not available,0,96.873349
500592,55,M,White,Ob/Gyn,40,39,Available and used,1,97.870504
500593,65,M,Black,Psychiatry,48,20,Available and used,1,115.970497
500594,40,F,White,Internal Medicine,48,36,Available and used,0,78.42864499999999
500595,65,M,Asian,Medical Specialties,50,60,Available and used,1,78.464481
500596,50,M,Hispanic,Psychiatry,50,40,Not available,0,91.68856099999999
500597,60,M,White,Psychiatry,50,40,Not available,1,96.382346
500598,35,M,,Medical Specialties,48,80,Not available,0,102.953303
500599,35,M,White,Surgical Specialties,40,45,Available and used,0,98.356364
500600,35,F,White,Pediatrics,48,30,Available and used,0,74.782187
500601,35,M,White,Medical Specialties,50,72,Available and used,0,69.997693
500602,65,M,Asian,Medical Specialties,52,80,,0,73.90513
500603,40,M,White,Surgical Specialties,50,68,Available and used,0,69.997693
500604,50,M,White,Internal Medicine,46,75,Available and used,0,89.479853
500605,70,F,White,Ob/Gyn,50,12,Available and used,1,72.305874
500606,65,M,Asian,Pediatrics,45,46,Not available,0,83.56400500000001
500607,60,M,Hispanic,Family/GP,50,8,Not available,1,85.680832
500608,35,M,White,Medical Specialties,46,48,Available and used,0,73.667884
500609,40,M,Other,Surgical Specialties,50,50,Available and used,1,87.734837
500610,65,M,White,Surgical Specialties,49,44,Available and used,0,74.727386
500611,55,M,Black,Ob/Gyn,50,52,Available and used,1,83.98930899999999
500612,60,M,Hispanic,Medical Specialties,48,65,Available and used,0,93.767246
500613,50,F,White,Psychiatry,47,35,Not available,1,114.59269599999999
500614,55,F,,Pediatrics,50,34,Not available,1,73.807987
500615,55,F,White,Psychiatry,46,60,Available and used,0,82.471682
500616,50,F,Black,Psychiatry,48,51,Not available,1,77.149189
500617,45,M,White,Internal Medicine,48,50,Available and used,0,84.485824
500618,55,M,White,Family/GP,48,50,Available and used,1,88.322914
500619,70,M,Hispanic,Psychiatry,48,40,Not available,1,89.44586899999999
500620,45,M,White,Family/GP,45,34,Available and used,1,91.310052
500621,55,F,White,Family/GP,40,46,Not available,0,78.075449
500622,40,F,White,Surgical Specialties,50,35,Available and used,0,109.113743
500623,50,F,White,Pediatrics,49,42,Available and used,0,56.108451
500624,45,M,White,Surgical Specialties,46,53,Available and used,1,78.501959
